,Mass,Radius,Temperature,Density,Luminosity,Hydrogen,Opacity,Convection,Pressure,Velocity
131,2.8544225731608193e+29,911760000.0,14479711.323019503,89.79302831603579,4.8913768184663814e+30,0.732,1.4498050861300364,0.0,1.784792850761185e+17,1.1920839970375012e-10
132,2.9202070399552503e+29,918720000.0,14479246.320414431,89.78871084961408,5.0034687637839214e+30,0.732,1.44987260914493,0.0,1.784649719371222e+17,1.191830230929545e-10
133,2.9869925986339163e+29,925680000.0,14478781.307192083,89.78433875736067,5.117242237796656e+30,0.732,1.449939501764737,0.0,1.7845055064707395e+17,1.1915758017777471e-10
134,3.0547867348404548e+29,932640000.0,14478309.31859132,89.77995523694537,5.232709083828236e+30,0.732,1.4500080368492494,0.0,1.7843602123479123e+17,1.191318342817493e-10
135,3.1235969319949283e+29,939600000.0,14477837.319064677,89.77551710616216,5.349881125361897e+30,0.732,1.4500759418233091,0.0,1.7842138372231818e+17,1.1910602230922424e-10
136,3.193430671268936e+29,946560000.0,14477358.347144186,89.77106754096162,5.468770165947715e+30,0.732,1.4501454889171117,0.0,1.7840663813890384e+17,1.1907990784940822e-10
137,3.264295431577348e+29,953520000.0,14476879.363984864,89.7665633810909,5.589387989030984e+30,0.732,1.4502144061893123,0.0,1.7839178450692262e+17,1.1905372754397742e-10
138,3.336198689553058e+29,960480000.0,14476393.41145936,89.76204778046639,5.711746357861956e+30,0.732,1.4502849652312286,0.0,1.783768228560548e+17,1.1902724525137373e-10
139,3.409147919539094e+29,967440000.0,14475907.447377734,89.75747760110328,5.835857015323211e+30,0.732,1.450354894744609,0.0,1.7836175320900483e+17,1.1900069734702154e-10
140,3.4831505935629995e+29,974400000.0,14475414.517000612,89.75289597456943,5.961731683841929e+30,0.732,1.450426465672623,0.0,1.7834657559588394e+17,1.1897384796214325e-10
141,3.558214181329336e+29,981360000.0,14474921.574745743,89.7482597854624,6.089382065216216e+30,0.732,1.4504974073693804,0.0,1.783312900397266e+17,1.1894693320234533e-10
142,3.634346150193677e+29,988320000.0,14474421.669309014,89.74361214268764,6.218819840529974e+30,0.732,1.4505699901206413,0.0,1.7831589657107453e+17,1.1891971747516144e-10
143,3.7115539651555204e+29,995280000.0,14473921.751668584,89.73890995373898,6.350056669978139e+30,0.732,1.4506419439421379,0.0,1.7830039521329213e+17,1.188924366128302e-10
144,3.7898450888318794e+29,1002240000.0,14473414.874002805,89.73419630454622,6.483104192784195e+30,0.732,1.4507155384529655,0.0,1.7828478599735136e+17,1.1886485530271091e-10
145,3.869226981450613e+29,1009200000.0,14472907.983803043,89.72942812581252,6.617974027024295e+30,0.732,1.4507885043397342,0.0,1.7826906894694627e+17,1.1883720910014028e-10
146,3.9497071008236076e+29,1016160000.0,14472394.136777245,89.72464848017933,6.754677769547478e+30,0.732,1.4508631105456269,0.0,1.782532440934788e+17,1.1880926297580163e-10
147,4.031292902340536e+29,1023120000.0,14471880.276882859,89.71981432187204,6.893226995798629e+30,0.732,1.450937088437378,0.0,1.782373114609725e+17,1.1878125220461168e-10
148,4.113991838941622e+29,1030080000.0,14471359.463404473,89.7149686899314,7.03363325974145e+30,0.732,1.4510127062730183,0.0,1.7822127108125894e+17,1.1875294204405893e-10
149,4.197811361111831e+29,1037040000.0,14470838.636718579,89.71006856241726,7.175908093680223e+30,0.732,1.4510876961086456,0.0,1.7820512297869114e+17,1.187245674851396e-10
